Date,Price,Open,High,Low,Vol.,Change %
06-07-2022,435.85,432.5,438.2,429.1,11.15M,0.81%
07-07-2022,429.52,418.61,431.62,418.01,17.62M,3.48%
09-07-2022,444.48,451.81,455.1,442.29,20.76M,-2.60%
10-07-2022,410.88,412.13,412.73,407.44,10.67M,-0.47%
11-07-2022,433.66,426.93,436.15,426.93,15.06M,2.27%
12-07-2022,418.81,426.68,426.68,417.81,12.13M,-1.64%
13-07-2022,425.79,431.37,434.51,424.34,10.18M,-0.80%
14-07-2022,426.73,426.68,429.92,422,10.74M,0.22%
15-07-2022,438.85,429.33,440.39,428.38,15.77M,2.84%
18-07-2022,449.51,442.58,452.4,441.84,21.19M,2.43%
19-07-2022,447.67,445.38,450.46,443.08,11.55M,-0.41%
20-07-2022,452.05,452.95,459.33,450.36,17.15M,0.98%
21-07-2022,453.45,451.56,454.1,448.71,10.93M,0.31%
22-07-2022,453.5,455.2,458.54,450.91,10.34M,0.01%
25-07-2022,448.17,454.6,456.19,444.93,12.51M,-1.18%
26-07-2022,439.79,447.32,447.32,438.4,11.56M,-1.87%
27-07-2022,442.68,439.79,443.63,434.76,10.08M,0.66%
28-07-2022,440.89,438.9,447.87,426.08,36.38M,-0.41%
29-07-2022,448.22,443.78,451.31,443.78,16.00M,1.66%
02-08-2022,492.75,498,498.5,479.15,23.38M,-0.37%
03-08-2022,391.75,390.5,395.45,376.35,55.54M,-0.57%
04-08-2022,452.05,450,456.25,449.7,16.32M,0.57%
06-08-2022,435.65,438.7,440.4,432,12.84M,-0.05%
07-08-2022,440.19,434.91,442.48,427.98,23.73M,2.48%
08-08-2022,466.81,464.57,470.45,463.02,10.56M,0.64%
09-08-2022,440.84,451.06,451.16,438.65,19.34M,-0.82%
12-08-2022,415.92,419.7,420.1,414.07,9.54M,-0.69%
16-08-2022,488.34,478.13,489.89,476.73,16.80M,2.58%
17-08-2022,483.91,489.39,492.88,482.71,15.95M,-0.91%
18-08-2022,483.31,482.51,485.3,477.78,12.07M,-0.12%
19-08-2022,469.55,485.25,486.6,466.66,16.64M,-2.85%
22-08-2022,453.2,467.06,467.51,451.16,15.05M,-3.48%
23-08-2022,459.03,447.62,460.68,446.22,17.78M,1.29%
24-08-2022,461.77,457.59,463.47,456.29,12.21M,0.60%
25-08-2022,457.79,464.57,467.36,455.99,11.26M,-0.86%
26-08-2022,463.62,463.57,469,462.52,11.25M,1.27%
29-08-2022,451.95,449.61,455.49,448.77,11.65M,-2.52%
30-08-2022,469.65,457.24,470.95,455.69,14.42M,3.92%
02-09-2022,501.25,496.5,503.7,494.7,12.43M,1.73%
03-09-2022,405.9,394.95,409.25,389.5,48.38M,3.61%
05-09-2022,403.95,407.15,407.4,395,18.08M,-1.13%
06-09-2022,428.5,431.9,435.65,426.1,13.04M,-1.64%
09-09-2022,444.53,446.12,448.27,439.24,14.29M,0.84%
11-09-2022,431.82,437.85,439.84,430.67,14.47M,-0.43%
12-09-2022,412.03,418.01,419.65,408.29,9.92M,-0.93%
13-09-2022,455.39,452.9,457.54,452.15,10.66M,1.29%
14-09-2022,448.82,446.22,453.3,445.63,10.36M,-1.44%
15-09-2022,445.87,451.01,454.45,444.68,10.36M,-0.66%
16-09-2022,431.17,444.63,445.03,427.78,20.99M,-3.30%
19-09-2022,424.14,430.17,430.27,422.75,15.24M,-1.63%
20-09-2022,432.91,429.27,441.99,429.27,17.56M,2.07%
21-09-2022,426.33,432.61,434.66,424.19,10.83M,-1.52%
22-09-2022,430.87,423.69,433.26,421.25,13.60M,1.06%
23-09-2022,421.8,430.57,430.57,419.26,13.44M,-2.11%
26-09-2022,396.28,414.72,416.61,391.94,33.23M,-6.05%
27-09-2022,397.57,402.66,402.76,389.15,21.93M,0.33%
28-09-2022,397.87,393.68,405.35,391.64,18.11M,0.08%
29-09-2022,401.01,409.74,411.98,398.37,20.73M,0.79%
30-09-2022,403.36,396.78,406.99,391.29,20.95M,0.58%
01-10-2022,503.7,493.1,504.9,491.3,25.19M,2.67%
02-10-2022,507.45,506.7,510.5,504.2,14.54M,1.24%
03-10-2022,419.6,427,434.95,414,59.78M,3.38%
05-10-2022,391.75,400,408.5,389.6,16.54M,-3.02%
06-10-2022,428.05,423,428.85,422,11.91M,-0.11%
08-10-2022,474.09,468.55,475.73,461.92,13.36M,1.56%
10-10-2022,394.73,402.16,402.16,391.84,32.91M,-3.93%
11-10-2022,410.93,419.21,419.26,407.94,26.25M,-4.84%
13-10-2022,397.77,395.33,402.26,393.34,12.58M,0.62%
14-10-2022,395.03,405.75,407.94,394.08,12.88M,-0.69%
